,_id,country_id,datasource,datetime,destination_ais,destination_port_id,destination_port_name,event,previous_port_id,previous_port_name,source_id,source_name,time_in_port,vessel_callsign,vessel_dwt,vessel_flag,vessel_id,vessel_imo,vessel_length,vessel_mmsi,vessel_name,vessel_type
0,5cb2544acf504e43d08ffb32,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V5931,,Flag of Singapore,,8029583.0,58x28m,563009000.0,AN WEI,Platform supply vessel
1,5cb2544acf504e43d08ffb33,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,5BGT2,,Flag of Cyprus,,9164031.0,230x32m,210138000.0,QUEEN OF NETHERLANDS,Dredger
2,5cb2544acf504e43d08ffb34,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V9857,,Flag of Singapore,,9651864.0,90x16m,566530000.0,PARAGON,Tanker
3,5cb2544acf504e43d08ffb35,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,3h,9V7013,,Flag of Singapore,,9058919.0,65x7m,564434000.0,PACIFIC PRIDE,Chemical carrier
4,5cb2544acf504e43d08ffb36,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,4h,9V3108,,Flag of Singapore,,9727338.0,31x11m,565951000.0,RELIANT,Pusher/Tug
5,5cb2544acf504e43d08ffb37,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,8h,SP1323E,,Flag of Singapore,,,15x4m,563010650.0,PILOT BOAT GP33,Ship
6,5cb2544acf504e43d08ffb38,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V5151,,Flag of Singapore,,9131606.0,76x14m,563005250.0,GOLDEN FAITH,Oil tanker
7,5cb2544acf504e43d08ffb39,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,3h,9VHF5,,Flag of Singapore,,9647904.0,69x14m,566685000.0,PACIFIC ENERGY 168,Tanker
8,5cb2544acf504e43d08ffb3a,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,6h,9V3749,,Flag of Singapore,,9060651.0,33x7m,563751000.0,OCEAN RAIDER,Passenger ship
9,5cb2544acf504e43d08ffb3b,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,< 1h,9V3111,,Flag of Singapore,,9727675.0,32x13m,566133000.0,RESILIENT,Pusher/Tug
10,5cb2544acf504e43d08ffb3c,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V3654,,Flag of Singapore,,2113536.0,,563036640.0,PILOT GP03,Ship
11,5cb2544acf504e43d08ffb3d,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,2d 15h,A,,Flag of Singapore,,,18x4m,563015390.0,WEST SQUADRON 1,Ship used by divers
12,5cb2544acf504e43d08ffb3e,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,< 1h,9VFC6,,Flag of Singapore,,9704037.0,38x10m,563033240.0,SENTEK 35,Tanker
13,5cb2544acf504e43d08ffb3f,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V5752,,Flag of Singapore,,9466881.0,190x32m,563039600.0,ORCHARD QUAY,Bulk carrier
14,5cb2544acf504e43d08ffb40,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V8618,,Flag of Singapore,,9587881.0,54x12m,563708000.0,VALIANT III,Oil tanker
15,5cb2544acf504e43d08ffb41,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,1h,YD4761,,Flag of Indonesia,,9704336.0,22x7m,525003485.0,TB CAPRCORN 106,Pushboat
16,5cb2544acf504e43d08ffb42,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V9585,,Flag of Singapore,,,15x5m,563019670.0,MPA VII,Passenger ship
17,5cb2544acf504e43d08ffb43,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,2d 18h,E6LA2,,Flag of Niue,,,17x6m,542341110.0,SUNLIGHT EROS,Cargo ship
18,5cb2544acf504e43d08ffb44,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,< 1h,9V3269,,Flag of Singapore,,9764609.0,39x9m,564346000.0,HORIZON 6,High speed craft
19,5cb2544acf504e43d08ffb45,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,7h,9V5584,,Flag of Singapore,,,32x8m,563063740.0,MARINA EMERALD,Pusher/Tug
20,5cb2544acf504e43d08ffb46,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,17h,9MEJ4,,Flag of Malaysia,,9189122.0,227x36m,533656000.0,BUNGA KENANGA,Oil tanker
21,5cb2544acf504e43d08ffb47,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,< 1h,LAQT7,,Flag of Norway,,9447665.0,75x17m,258004000.0,SKANDI ATLANTIC,Supply vessel
22,5cb2544acf504e43d08ffb48,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V3566,,Flag of Singapore,,9315678.0,26x10m,563034180.0,NOBLE SCOUT,Pusher/Tug
23,5cb2544acf504e43d08ffb49,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V6615,,Flag of Singapore,,8858946.0,33x9m,563428000.0,MARINA PHEVOS,Pusher/Tug
24,5cb2544acf504e43d08ffb4a,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,1h,SP1340E,,Flag of Singapore,,8819548.0,15x4m,563013830.0,GP42,Pilot tender
25,5cb2544acf504e43d08ffb4b,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,2d 5h,F954,,Flag of Singapore,,,10x10m,563041557.0,POLITE X,Pleasure Craft
26,5cb2544acf504e43d08ffb4c,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9LU2669,,Flag of Singapore,,9761970.0,75x17m,563023800.0,LETONG OPTIMUS PRIM,General cargo vessel
27,5cb2544acf504e43d08ffb4d,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V6574,,Flag of Singapore,,9316725.0,25x5m,563006410.0,NOBLE KNIGHT,Pusher/Tug
28,5cb2544acf504e43d08ffb4e,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,5h,9VCA9,,Flag of Singapore,,9438274.0,99x18m,565679000.0,MARINE KITE,Oil tanker
29,5cb2544acf504e43d08ffb4f,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,6h,9V9661,,Flag of Singapore,,9640815.0,32x8m,566536000.0,SEA SARDINE,Pusher/Tug
30,5cb2544acf504e43d08ffb50,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,9h,9V9066,,Flag of Singapore,,9583407.0,333x60m,563016990.0,STL V,Ship
31,5cb2544acf504e43d08ffb51,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,1d 20h,9V5432,,Flag of Singapore,,9824875.0,99x17m,563037800.0,LT BERYL,Tanker
32,5cb2544acf504e43d08ffb52,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,9V3845,,Flag of Singapore,,9797101.0,35x7m,564425000.0,QUEEN STAR 5,High speed craft
33,5cb2544acf504e43d08ffb53,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,1d 14h,9V3868,,Flag of Singapore,,9798296.0,155x36m,563004800.0,BABYLON,Oil tanker
34,5cb2544acf504e43d08ffb54,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,1h,9V7162,,Flag of Singapore,,9456472.0,25x8m,563009840.0,NOBLE PRIDE,Pusher/Tug
35,5cb2544acf504e43d08ffb55,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,0h,S6QP,,Flag of Singapore,,9675119.0,90x16m,563221000.0,MARLIN SATU,Oil tanker
36,5cb2544acf504e43d08ffb56,,,20/03/2019 23:49,,,,Arrival,,,3.0,fleetmon,< 1h,A8LP2,,Flag of Liberia,,9338802.0,182x32m,636013235.0,SALAMINIA,Oil Products Tanker
37,5cb2544acf504e43d08ffb57,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,10h,9V5943,,Flag of Singapore,,9340037.0,64x15m,565149000.0,PACIFIC RAPIER,Pusher/Tug
38,5cb2544acf504e43d08ffb58,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,11h,YCHB2,,Flag of Indonesia,,9240718.0,183x28m,525119081.0,ROSA DINI,Tanker
39,5cb2544acf504e43d08ffb59,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,5h,3EZD7,,Flag of Panama,,9683336.0,183x32m,355511000.0,SILVER ESTHER,Oil Products Tanker
40,5cb2544acf504e43d08ffb5a,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,2d 15h,P,,Flag of Singapore,,,32x10m,563024220.0,NAUTICAL SOUTH,Cargo ship
41,5cb2544acf504e43d08ffb5b,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,9h,9V5168,,Flag of Singapore,,9659854.0,292x45m,564266000.0,WINNING MISSION,Bulk carrier
42,5cb2544acf504e43d08ffb5c,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,3h,9V9457,,Flag of Singapore,,9654919.0,92x17m,566686000.0,DEMURE,Oil tanker
43,5cb2544acf504e43d08ffb5d,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,2h,,,Flag of Singapore,,,10x10m,563041138.0,SC3854J,Pleasure Craft
44,5cb2544acf504e43d08ffb5e,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,2d 17h,J,,Flag of Singapore,,,10x10m,563041360.0,UWCON,Pleasure Craft
45,5cb2544acf504e43d08ffb5f,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,2d 18h,9V3889,,Flag of Singapore,,9628790.0,78x14m,565662000.0,COASTAL MERCURY,Oil tanker
46,5cb2544acf504e43d08ffb60,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,19h,YD3648,,Flag of Indonesia,,,22x8m,525022360.0,ASL MARINE 8,Pusher/Tug
47,5cb2544acf504e43d08ffb61,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,23h,9V2030,,Flag of Singapore,,9680279.0,90x16m,566842000.0,HUMBER,Oil tanker
48,5cb2544acf504e43d08ffb62,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,0h,9V2382,,Flag of Singapore,,9848388.0,39x10m,563067800.0,MAJESTIC WISDOM,Passenger ship
49,5cb2544acf504e43d08ffb63,,,20/03/2019 23:48,,,,Arrival,,,3.0,fleetmon,4h,9V3679,,Flag of Singapore,,9055553.0,30x8m,563012328.0,MARINE VENTURE,Oil tanker
50,5cb2544acf504e43d08ffb64,,,20/03/2019 23:47,,,,Arrival,,,3.0,fleetmon,1d 8h,5IM639,,Flag of Tanzania,,8741246.0,130x21m,677028400.0,SL T3,Ship
51,5cb2544acf504e43d08ffb65,,,20/03/2019 23:47,,,,Arrival,,,3.0,fleetmon,5h,9V6921,,Flag of Singapore,,9088146.0,64x10m,565241000.0,CLEANSEAS MOKARA,Tanker
52,5cb2544acf504e43d08ffb66,,,20/03/2019 23:47,,,,Arrival,,,3.0,fleetmon,1d 15h,9V1305,,Flag of Singapore,,,26x8m,563021390.0,TRANSLUB,Tanker
53,5cb2544acf504e43d08ffb67,,,20/03/2019 23:47,,,,Arrival,,,3.0,fleetmon,< 1h,9V3136,,Flag of Singapore,,9739238.0,32x11m,565363000.0,MARINA ONYX,Pusher/Tug
54,5cb2544acf504e43d08ffb68,,,20/03/2019 23:46,,,,Arrival,,,3.0,fleetmon,4h,YBUW2,,Flag of Indonesia,,9223253.0,170x29m,525119038.0,PRIMA TANGGUH LVI,Oil tanker
55,5cb2544acf504e43d08ffb69,,,20/03/2019 23:45,,,,Arrival,,,3.0,fleetmon,23h,9V5163,,Flag of Singapore,,9809887.0,90x17m,563033100.0,BOONTEK 7,Tanker
56,5cb2544acf504e43d08ffb6a,,,20/03/2019 23:43,,,,Arrival,,,3.0,fleetmon,6h,9V3428,,Flag of Singapore,,9778662.0,30x9m,563055000.0,ENG HUP VIGIL,Pushboat
57,5cb2544acf504e43d08ffb6b,,,20/03/2019 23:42,,,,Arrival,,,3.0,fleetmon,2d 6h,V3NP6,,Flag of Belize,,,77x16m,312612000.0,PTC MARINE 3,Cargo ship
58,5cb2544acf504e43d08ffb6c,,,20/03/2019 23:38,,,,Arrival,,,3.0,fleetmon,2d 17h,9V5386,,Flag of Singapore,,,23x7m,563282000.0,PIONEER SUCCESS,Pusher/Tug
59,5cb2544acf504e43d08ffb6d,,,20/03/2019 23:31,,,,Arrival,,,3.0,fleetmon,0h,HQKD9,,Flag of Honduras,,,20x6m,334779000.0,SUPERSPEED 10,Cargo ship
60,5cb2544acf504e43d08ffb6e,,,20/03/2019 23:19,,,,Arrival,,,3.0,fleetmon,0h,9V3341,,Flag of Singapore,,9771614.0,33x8m,563004100.0,MAJESTIC 9,High speed craft
61,5cb2544acf504e43d08ffb6f,,,20/03/2019 23:19,,,,Arrival,,,3.0,fleetmon,2h,9V6694,,Flag of Singapore,,9673109.0,90x16m,564886000.0,BLACKBURN,Tanker
62,5cb2544acf504e43d08ffb70,,,20/03/2019 23:19,,,,Arrival,,,3.0,fleetmon,2d,A8MF5,,Flag of Liberia,,9247376.0,271x48m,636013332.0,ALTEREGO II,Oil tanker
63,5cb2544acf504e43d08ffb71,,,20/03/2019 23:19,,,,Arrival,,,3.0,fleetmon,2d 8h,3FTP4,,Flag of Panama,,9088639.0,188x31m,374682000.0,SHUN WANG,Bulk carrier
64,5cb2544acf504e43d08ffb72,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,< 1h,9V6523,,Flag of Singapore,,1009018.0,75x14m,563005260.0,SEDNA,Oil tanker
65,5cb2544acf504e43d08ffb73,,,20/03/2019 23:49,,,,Departure,,,3.0,fleetmon,< 1h,9V6523,,Flag of Singapore,,1009018.0,75x14m,563005260.0,SEDNA,Oil tanker
66,5cb2544acf504e43d08ffb74,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,0h,D5CX8,,Flag of Liberia,,9625528.0,255x38m,636015806.0,HYUNDAI PRESTIGE,Container ship
67,5cb2544acf504e43d08ffb75,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,3h,9V2414,,Flag of Singapore,,9732125.0,39x9m,565518000.0,HORIZON 8,High speed craft
68,5cb2544acf504e43d08ffb76,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,< 1h,ORPY,,Flag of Belgium,,9574523.0,168x38m,205588000.0,CONGO RIVER,Dredger
69,5cb2544acf504e43d08ffb77,,,20/03/2019 23:46,,,,Departure,,,3.0,fleetmon,< 1h,ORPY,,Flag of Belgium,,9574523.0,168x38m,205588000.0,CONGO RIVER,Dredger
70,5cb2544acf504e43d08ffb78,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,0h,9V2374,,Flag of Singapore,,9679268.0,32x12m,563899000.0,RIGHTEOUS,Ship
71,5cb2544acf504e43d08ffb79,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,18h,9V9487,,Flag of Singapore,,9631931.0,71x40m,563019050.0,BINA MARINE 71,Wing in ground craft
72,5cb2544acf504e43d08ffb7a,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,1h,9V2198,,Flag of Singapore,,9736834.0,44x10m,564949000.0,KEN GLORY,Tanker
73,5cb2544acf504e43d08ffb7b,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,< 1h,9V9452,,Flag of Singapore,,9628623.0,100x20m,566120000.0,MARINE TIGER,Oil tanker
74,5cb2544acf504e43d08ffb7c,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,1d 5h,9V2575,,Flag of Singapore,,,30x6m,563027570.0,TRANSWIFT SB2888E,Tanker
75,5cb2544acf504e43d08ffb7d,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,0h,9V7357,,Flag of Singapore,,0.0,27x12m,564839000.0,STAR COMMODORE,Pusher/Tug
76,5cb2544acf504e43d08ffb7e,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,1h,9V7681,,Flag of Singapore,,,13x5m,565602000.0,GP 49,Pilot tender
77,5cb2544acf504e43d08ffb7f,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,2d 18h,V3JR2,,Flag of Belize,,,24x5m,312918000.0,SEA EAGLE 1,Passenger ship
78,5cb2544acf504e43d08ffb80,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,< 1h,3FJE2,,Flag of Panama,,9460540.0,144x22m,370451000.0,AS SOVEREIGN,Chemical carrier
79,5cb2544acf504e43d08ffb81,,,20/03/2019 23:49,,,,Departure,,,3.0,fleetmon,< 1h,3FJE2,,Flag of Panama,,9460540.0,144x22m,370451000.0,AS SOVEREIGN,Chemical carrier
80,5cb2544acf504e43d08ffb82,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,19h,YDA3770,,Flag of Indonesia,,,22x6m,525003321.0,TB MEGA DAYA 3,Pusher/Tug
81,5cb2544acf504e43d08ffb83,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,1h,8N,,Flag of Singapore,,,10x10m,563040274.0,ST 0774D,Pleasure Craft
82,5cb2544acf504e43d08ffb84,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,1d 21h,9V5179,,Flag of Singapore,,9133680.0,42x6m,563000510.0,MERBAU ERA,Passenger ship
83,5cb2544acf504e43d08ffb85,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,2h,9V2801,,Flag of Singapore,,9698745.0,40x10m,565102000.0,AYER CHERDAS,Sailing ship
84,5cb2544acf504e43d08ffb86,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,7h,9V9855,,Flag of Singapore,,9537202.0,63x13m,566724000.0,SENTEK 25,Tanker
85,5cb2544acf504e43d08ffb87,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,< 1h,9V3110,,Flag of Singapore,,9727340.0,32x11m,566096000.0,RADIANT,Ship
86,5cb2544acf504e43d08ffb88,,,20/03/2019 23:49,,,,Departure,,,3.0,fleetmon,< 1h,9V3110,,Flag of Singapore,,9727340.0,32x11m,566096000.0,RADIANT,Ship
87,5cb2544acf504e43d08ffb89,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,0h,D2,,Flag of Singapore,,,33x10m,563033190.0,LEADING PRIDE,Cargo ship
88,5cb2544acf504e43d08ffb8a,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,19h,9V7204,,Flag of Singapore,,9458236.0,254x48m,563009650.0,POET 1203,Pusher/Tug
89,5cb2544acf504e43d08ffb8b,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,3h,V7JW2,,Flag of Marshall Islands,,9268825.0,289x45m,538006113.0,ETOILE,Bulk carrier
90,5cb2544acf504e43d08ffb8c,,,20/03/2019 23:18,,,,Arrival,,,3.0,fleetmon,0h,9V7025,,Flag of Singapore,,9382530.0,27x12m,565438000.0,STAR DISCOVERY,Pusher/Tug
91,5cb2544acf504e43d08ffb8d,,,20/03/2019 23:17,,,,Arrival,,,3.0,fleetmon,< 1h,9V5834,,Flag of Singapore,,9830484.0,32x13m,563060100.0,PSA HULK,Ship
92,5cb2544acf504e43d08ffb8e,,,20/03/2019 23:47,,,,Departure,,,3.0,fleetmon,< 1h,9V5834,,Flag of Singapore,,9830484.0,32x13m,563060100.0,PSA HULK,Ship
93,5cb2544acf504e43d08ffb8f,,,20/03/2019 23:17,,,,Arrival,,,3.0,fleetmon,0h,T2DP5,,Flag of Tuvalu,,9685891.0,176x28m,572116220.0,RIGEL,Chemical carrier
94,5cb2544acf504e43d08ffb90,,,20/03/2019 23:17,,,,Arrival,,,3.0,fleetmon,1d 21h,ZDJR9,,Flag of Gibraltar,,9442122.0,170x28m,236559000.0,LE MANS EXPRESS,Container ship
95,5cb2544acf504e43d08ffb91,,,20/03/2019 23:17,,,,Arrival,,,3.0,fleetmon,1d 22h,9V7550,,Flag of Singapore,,,33x12m,563011650.0,QSA PURARI,Pusher/Tug
96,5cb2544acf504e43d08ffb92,,,20/03/2019 23:17,,,,Arrival,,,3.0,fleetmon,16h,VRQS3,,Flag of Hong Kong SAR of China,,9776183.0,400x59m,477035800.0,OOCL GERMANY,Container ship
97,5cb2544acf504e43d08ffb93,,,20/03/2019 23:17,,,,Arrival,,,3.0,fleetmon,0h,E5U3067,,Flag of Cook Islands,,9002207.0,279x46m,518100122.0,MEDAN,Oil tanker
98,5cb2544acf504e43d08ffb94,,,20/03/2019 23:16,,,,Arrival,,,3.0,fleetmon,6h,9V5887,,Flag of Singapore,,9762106.0,24x8m,563066630.0,BOLIVIAN DOLPHIN,Pushboat
99,5cb2544acf504e43d08ffb95,,,20/03/2019 23:16,,,,Arrival,,,3.0,fleetmon,12h,SVCE9,,Flag of Panama,,9593440.0,229x32m,241376000.0,ALPHA WISDOM,Bulk carrier
100,5cb2544acf504e43d08ffb96,,,20/03/2019 23:16,,,,Arrival,,,3.0,fleetmon,19h,,,Flag of Singapore,,,,563021670.0,SC4507E,Port Tender
101,5cb2544acf504e43d08ffb97,,,20/03/2019 23:16,,,,Arrival,,,3.0,fleetmon,3h,9V9466,,Flag of Singapore,,9467823.0,86x15m,566218000.0,GOLDEN PIONEER,Tanker
102,5cb2544acf504e43d08ffb98,,,20/03/2019 23:16,,,,Arrival,,,3.0,fleetmon,< 1h,9V5832,,Flag of Singapore,,9830472.0,33x13m,563060200.0,PSA THOR,Ship
103,5cb2544acf504e43d08ffb99,,,20/03/2019 23:49,,,,Departure,,,3.0,fleetmon,< 1h,9V5832,,Flag of Singapore,,9830472.0,33x13m,563060200.0,PSA THOR,Ship
104,5cb2544acf504e43d08ffb9a,,,20/03/2019 23:16,,,,Arrival,,,3.0,fleetmon,5h,9V5215,,Flag of Singapore,,9832169.0,32x13m,563055600.0,MAJU LOYALTY,Pusher/Tug
105,5cb2544acf504e43d08ffb9b,,,20/03/2019 23:16,,,,Arrival,,,3.0,fleetmon,< 1h,V3JQ2,,Flag of Belize,,22.0,30x7m,312693000.0,SEA HAWK 1,Cargo ship
106,5cb2544acf504e43d08ffb9c,,,20/03/2019 23:49,,,,Departure,,,3.0,fleetmon,< 1h,V3JQ2,,Flag of Belize,,22.0,30x7m,312693000.0,SEA HAWK 1,Cargo ship
107,5cb2544acf504e43d08ffb9d,,,20/03/2019 23:15,,,,Arrival,,,3.0,fleetmon,1d 5h,M1G,,Flag of Indonesia,,,33x10m,525018462.0,TERUS DAYA 77,Pusher/Tug
108,5cb2544acf504e43d08ffb9e,,,20/03/2019 23:15,,,,Arrival,,,3.0,fleetmon,22h,BIAF2,,Flag of China,,9596454.0,103x16m,413376430.0,YOU SHEN 2,Chemical carrier
109,5cb2544acf504e43d08ffb9f,,,20/03/2019 23:11,,,,Arrival,,,3.0,fleetmon,1d,,,Flag of Singapore,,,10x10m,563040948.0,GP 81,Pleasure Craft
110,5cb2544acf504e43d08ffba0,,,20/03/2019 23:11,,,,Arrival,,,3.0,fleetmon,1h,9V3130,,Flag of Singapore,,9759305.0,45x10m,565866000.0,SEA THESAURUS,Oil tanker
111,5cb2544acf504e43d08ffba1,,,20/03/2019 23:09,,,,Arrival,,,3.0,fleetmon,14h,9V5640,,Flag of Singapore,,9834882.0,46x12m,563057800.0,COMMITMENT,Tanker
112,5cb2544acf504e43d08ffba2,,,20/03/2019 23:05,,,,Arrival,,,3.0,fleetmon,1d 6h,,,Flag of Singapore,,,15x4m,563022130.0,NEPTUNE 6,Passenger ship
113,5cb2544acf504e43d08ffba3,,,20/03/2019 23:01,,,,Arrival,,,3.0,fleetmon,2d 14h,,,Flag of Singapore,,,10x10m,563040617.0,COASTLINK 8,Pleasure Craft
114,5cb2544acf504e43d08ffba4,,,20/03/2019 22:57,,,,Arrival,,,3.0,fleetmon,2d 1h,9V8499,,Flag of Singapore,,,30x10m,563017600.0,APS ASSIST,Pusher/Tug
115,5cb2544acf504e43d08ffba5,,,20/03/2019 22:55,,,,Arrival,,,3.0,fleetmon,0h,9V7334,,Flag of Singapore,,,15x5m,563010420.0,GP27,Passenger ship
116,5cb2544acf504e43d08ffba6,,,20/03/2019 22:55,,,,Arrival,,,3.0,fleetmon,2d 3h,6I,,Flag of Tuvalu,,,10x10m,572119210.0,MAKO 8,Pleasure Craft
117,5cb2544acf504e43d08ffba7,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,2h,9V5831,,Flag of Singapore,,9830202.0,27x12m,563066540.0,PSA CAPELLA,Ship
118,5cb2544acf504e43d08ffba8,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,1d 4h,9V5288,,Flag of Singapore,,9808376.0,30x6m,563010100.0,JMS ARJUNA,Pusher/Tug
119,5cb2544acf504e43d08ffba9,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,2h,9V8595,,Flag of Singapore,,9572977.0,30x9m,563459000.0,PW GAMMA,Pusher/Tug
120,5cb2544acf504e43d08ffbaa,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,19h,XVIY9,,Flag of Vietnam,,9785653.0,114x17m,574003030.0,DYNAMIC OCEAN 16,Oil Products Tanker
121,5cb2544acf504e43d08ffbab,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,1h,VRQK9,,Flag of Hong Kong SAR of China,,9727209.0,333x60m,477884300.0,COSDIGNITY LAKE,Tanker
122,5cb2544acf504e43d08ffbac,,,20/03/2019 23:47,,,,Departure,,,3.0,fleetmon,1h,VRQK9,,Flag of Hong Kong SAR of China,,9727209.0,333x60m,477884300.0,COSDIGNITY LAKE,Tanker
123,5cb2544acf504e43d08ffbad,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,7h,9V9412,,Flag of Singapore,,9836799.0,78x7m,563069100.0,SALAMAH,Ship
124,5cb2544acf504e43d08ffbae,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,1h,9V6603,,Flag of Singapore,,9329136.0,22x12m,563354000.0,STERLING,Pusher/Tug
125,5cb2544acf504e43d08ffbaf,,,20/03/2019 23:49,,,,Departure,,,3.0,fleetmon,1h,9V6603,,Flag of Singapore,,9329136.0,22x12m,563354000.0,STERLING,Pusher/Tug
126,5cb2544acf504e43d08ffbb0,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,1d 23h,3FGH6,,Flag of Panama,,9123386.0,152x25m,356463000.0,FALCON,Chemical carrier
127,5cb2544acf504e43d08ffbb1,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,0h,9V3923,,Flag of Singapore,,9105700.0,31x7m,563923000.0,SINDO 9,Passenger ship
128,5cb2544acf504e43d08ffbb2,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,0h,9V7013,,Flag of Singapore,,9058919.0,65x7m,564434000.0,PACIFIC PRIDE,Chemical carrier
129,5cb2544acf504e43d08ffbb3,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,6h,9V2259,,Flag of Singapore,,9677480.0,52x11m,563283000.0,CLEANSEAS PROGRESS,Oil tanker
130,5cb2544acf504e43d08ffbb4,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,0h,9V6574,,Flag of Singapore,,9316725.0,25x5m,563006410.0,NOBLE KNIGHT,Pusher/Tug
131,5cb2544acf504e43d08ffbb5,,,20/03/2019 22:45,,,,Arrival,,,3.0,fleetmon,4h,9V5574,,Flag of Singapore,,9786906.0,32x12m,563027800.0,SEA PERCH,Pusher/Tug
