Cluster ID,confidence_score,_id,country_id,datasource,datetime,destination_ais,destination_port_id,destination_port_name,event,previous_port_id,previous_port_name,source_id,source_name,time_in_port,vessel_callsign,vessel_dwt,vessel_flag,vessel_id,vessel_imo,vessel_length,vessel_mmsi,vessel_name,vessel_type
0,0.423723698,5cb2544acf504e43d0901168,,,20/03/2019 09:56,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,KENKI 20,
0,0.423723698,5cb2544acf504e43d0901d1e,191,AIS,20/03/2019 09:54,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1870278,,0,563040038,KENKI 20,
1,0.723818183,5cb2544acf504e43d09010b2,,,20/03/2019 10:55,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,HACHI,
1,0.723818183,5cb2544acf504e43d0901c75,52,AIS,20/03/2019 10:55,,,,Departure,417,Singapore,1,vesseltracker,,,,,2126709,,25,518100473,HACHI,
2,0.423723698,5cb2544acf504e43d0901c71,191,AIS,20/03/2019 10:57,,,,Arrival,417,Singapore,1,vesseltracker,,,107,,280658,9343297,27,563920000,STAR VOYAGER,tug
2,0.423723698,5cb2544acf504e43d09010b3,,,20/03/2019 10:54,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,STAR VOYAGER,
3,0.423723698,5cb2544acf504e43d0901167,,,20/03/2019 09:56,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,HORIZON 6,
3,0.423723698,5cb2544acf504e43d0901d16,191,AIS,20/03/2019 09:57,BATAM,886,Batam,Departure,,,1,vesseltracker,,,45,,1854056,9764609,39,564346000,HORIZON 6,passenger_ship
4,0.423723698,5cb2544acf504e43d0901d13,191,AIS,20/03/2019 09:58,,,,Departure,,,1,vesseltracker,,,,,2094681,,20,563027970,DM 55,
4,0.423723698,5cb2544acf504e43d0901166,,,20/03/2019 09:56,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,DM 55,
5,0.423723698,5cb2544acf504e43d0901c76,121,AIS,20/03/2019 10:55,SGSIN > MYPTP,417,Singapore,Arrival,870,Tanjung Pelepas,1,vesseltracker,,,38131,,51788,9326706,215,636091273,NAJADE,container_ship
5,0.423723698,5cb2544acf504e43d09010b4,,,20/03/2019 10:54,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,NAJADE,
6,0.423723698,5cb2544acf504e43d0900c48,,,20/03/2019 23:08,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SEA EXCEL,
6,0.423723698,5cb2544acf504e43d0901859,191,AIS,20/03/2019 23:07,,,,Arrival,417,Singapore,1,vesseltracker,,,,,927984,,18,563021650,SEA EXCEL,general_cargo_ship
7,0.321811736,5cb2544acf504e43d0900ce3,,,20/03/2019 21:41,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,KENKI 33,
7,0.36054188,5cb2544acf504e43d0900cde,,,20/03/2019 21:44,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,KENKI 33,
7,0.462453842,5cb2544acf504e43d09018f3,191,AIS,20/03/2019 21:44,,,,Departure,417,Singapore,1,vesseltracker,,,,,1870265,,0,563040070,KENKI 33,
8,0.723818183,5cb2544bcf504e43d09022b5,191,AIS,20/03/2019 00:52,,,,Departure,417,Singapore,1,vesseltracker,,,,,1912011,,10,563041233,SC1210Z,
8,0.723818183,5cb2544acf504e43d0901769,,,20/03/2019 00:52,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC1210Z,
9,0.423723698,5cb2544acf504e43d0900c08,,,20/03/2019 23:28,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SUN 58,
9,0.423723698,5cb2544acf504e43d090182b,191,AIS,20/03/2019 23:29,,,,Departure,,,1,vesseltracker,,,,,1925755,,10,563040619,SUN 58,
10,0.423723698,5cb2544acf504e43d0901765,,,20/03/2019 00:54,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,STAR VOYAGER,
10,0.423723698,5cb2544bcf504e43d09022b1,191,AIS,20/03/2019 00:53,,,,Arrival,417,Singapore,1,vesseltracker,,,107,,280658,9343297,27,563920000,STAR VOYAGER,tug
11,0.423723698,5cb2544acf504e43d090183f,191,AIS,20/03/2019 23:18,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2190713,,0,563066890,CAST JEWEL,
11,0.423723698,5cb2544acf504e43d0900c41,,,20/03/2019 23:10,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,CAST JEWEL,
12,0.423723698,5cb2544bcf504e43d0902270,83,AIS,20/03/2019 01:18,SGSIN TO THSRI,417,Singapore,Departure,853,Jakarta,1,vesseltracker,,,37905,,50994,9349875,222,218831000,PONA,container_ship
12,0.423723698,5cb2544acf504e43d090171d,,,20/03/2019 01:17,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,PONA,
13,0.723818183,5cb2544acf504e43d0901d50,191,AIS,20/03/2019 09:36,,,,Arrival,417,Singapore,1,vesseltracker,,,706,,680522,9626209,43,566200000,MAST,service_ship
13,0.723818183,5cb2544acf504e43d09011ad,,,20/03/2019 09:36,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,MAST,
14,0.723818183,5cb2544acf504e43d09018ba,191,AIS,20/03/2019 22:19,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1967304,,10,563047080,SEA OSPREY,
14,0.723818183,5cb2544acf504e43d0900ca5,,,20/03/2019 22:19,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SEA OSPREY,
15,0.723818183,5cb2544acf504e43d090128e,,,20/03/2019 08:21,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC4465F,
15,0.723818183,5cb2544acf504e43d0901e16,191,AIS,20/03/2019 08:21,,,,Departure,,,1,vesseltracker,,,,,693308,,30,563019650,SC4465F,general_cargo_ship
16,0.423723698,5cb2544acf504e43d090201d,191,AIS,20/03/2019 05:04,,,,Departure,,,1,vesseltracker,,,,,1934419,,10,563040288,CKL VI,
16,0.423723698,5cb2544acf504e43d090148a,,,20/03/2019 05:05,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,CKL VI,
17,0.423723698,5cb2544acf504e43d0900c37,,,20/03/2019 23:12,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,KANLIAN 39,
17,0.423723698,5cb2544acf504e43d0901846,191,AIS,20/03/2019 23:16,,,,Departure,,,1,vesseltracker,,,,,1881699,,10,563040410,KANLIAN 39,
18,0.423723698,5cb2544acf504e43d0900fa9,,,20/03/2019 12:54,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,PUTRI TIGA,
18,0.423723698,5cb2544acf504e43d09003dc,,,20/03/2019 12:57,,,,Departure,,,3,fleetmon,6h,0C,,Flag of Singapore,,,10x10m,563040553,PUTRI TIGA,Pleasure Craft
19,0.423723698,5cb2544acf504e43d0900c33,,,20/03/2019 23:14,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,RESILIENT,
19,0.423723698,5cb2544acf504e43d090184b,191,AIS,20/03/2019 23:15,HBR TUG SPORE,417,Singapore,Arrival,417,Singapore,1,vesseltracker,,,302,,1816945,9727675,32,566133000,RESILIENT,tug
20,0.423723698,5cb2544acf504e43d09004a8,,,20/03/2019 05:46,,,,Arrival,,,3,fleetmon,0h,9V7096,,Flag of Singapore,,9668867,29x11m,566788000,PW TEPAT,Pusher/Tug
20,0.423723698,5cb2544acf504e43d0901fbe,191,AIS,20/03/2019 05:45,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1522518,9668867,29,566788000,PW TEPAT,tug
21,0.423723698,5cb2544acf504e43d0901fba,191,AIS,20/03/2019 05:47,,,,Arrival,417,Singapore,1,vesseltracker,,,199,,350321,9572977,30,563459000,PW GAMMA,tug
21,0.423723698,5cb2544acf504e43d09004a5,,,20/03/2019 05:46,,,,Arrival,,,3,fleetmon,6h,9V8595,,Flag of Singapore,,9572977,30x9m,563459000,PW GAMMA,Pusher/Tug
22,0.423723698,5cb2544acf504e43d0901433,,,20/03/2019 05:45,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SC 4409 E,
22,0.423723698,5cb2544acf504e43d09004a7,,,20/03/2019 05:46,,,,Arrival,,,3,fleetmon,1d 13h,JDO,,Flag of Singapore,,,10x10m,563040759,SC 4409 E,Passenger ship
23,0.423723698,5cb2544acf504e43d0900d2d,,,20/03/2019 20:35,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,RELIANT,
23,0.423723698,5cb2544acf504e43d0901935,191,AIS,20/03/2019 20:36,L0C,,,Arrival,417,Singapore,1,vesseltracker,,,200,,1801892,9727338,31,565951000,RELIANT,tug
24,0.423723698,5cb2544acf504e43d0901937,25,AIS,20/03/2019 20:36,,,,Departure,,,1,vesseltracker,,,,,301331,,30,312693000,SEA HAWK 1,
24,0.423723698,5cb2544acf504e43d0900d2f,,,20/03/2019 20:33,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SEA HAWK 1,
25,0.423723698,5cb2544acf504e43d09011a3,,,20/03/2019 09:38,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SEA FALCON,
25,0.423723698,5cb2544acf504e43d0901d55,191,AIS,20/03/2019 09:35,,,,Departure,,,1,vesseltracker,,,,,1966072,,10,563047070,SEA FALCON,
26,0.219899774,5cb2544acf504e43d0901853,25,AIS,20/03/2019 23:09,,,,Arrival,417,Singapore,1,vesseltracker,,,,,365004,,29,312968000,SEA OSPREY,tug
26,0.471858978,5cb2544acf504e43d0900c4b,,,20/03/2019 23:07,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SEA OSPREY,
26,0.471858978,5cb2544acf504e43d090185a,191,AIS,20/03/2019 23:07,,,,Departure,,,1,vesseltracker,,,,,1967304,,10,563047080,SEA OSPREY,
27,0.723818183,5cb2544acf504e43d09016ab,,,20/03/2019 01:53,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC3944Z,
27,0.723818183,5cb2544acf504e43d090220e,191,AIS,20/03/2019 01:53,,,,Departure,417,Singapore,1,vesseltracker,,,,,1984391,,10,563041223,SC3944Z,
28,0.723818183,5cb2544acf504e43d0901d4c,191,AIS,20/03/2019 09:37,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2198365,,12,563066790,KENKI 36,
28,0.723818183,5cb2544acf504e43d09011a7,,,20/03/2019 09:37,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,KENKI 36,
29,0.423723698,5cb2544acf504e43d09011a4,,,20/03/2019 09:38,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,PSA THOR,
29,0.423723698,5cb2544acf504e43d0901d49,191,AIS,20/03/2019 09:39,SINGAPORE,417,Singapore,Departure,417,Singapore,1,vesseltracker,,,,,2191974,9830472,33,563060200,PSA THOR,tug
30,0.423723698,5cb2544acf504e43d0901be0,191,AIS,20/03/2019 12:04,,,,Arrival,417,Singapore,1,vesseltracker,,,867,,1669343,,53,564269000,LITA RANGER,passenger_ship>passenger_landing_craft
30,0.423723698,5cb2544acf504e43d090100a,,,20/03/2019 12:03,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,LITA RANGER,
31,0.423723698,5cb2544acf504e43d0901be7,19,AIS,20/03/2019 12:00,PORT KLANG,1011,Port Klang,Departure,1324,Laem Chabang,1,vesseltracker,,,3470,,8349,9064126,172,311050600,SEVEN SEAS NAVIGATOR,passenger_ship>cruise_ship
31,0.423723698,5cb2544acf504e43d090100b,,,20/03/2019 12:02,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SEVEN SEAS NAVIGATOR,
32,0.723818183,5cb2544acf504e43d0901d1c,191,AIS,20/03/2019 09:54,,,,Arrival,417,Singapore,1,vesseltracker,,,,,360291,,30,563015540,MARINA MEGA,tug
32,0.723818183,5cb2544acf504e43d090116a,,,20/03/2019 09:54,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,MARINA MEGA,
33,0.423723698,5cb2544acf504e43d0901c6d,191,AIS,20/03/2019 10:58,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1887572,,10,563040578,YORK 91,
33,0.423723698,5cb2544acf504e43d09010ba,,,20/03/2019 10:51,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,YORK 91,
34,0.423723698,5cb2544acf504e43d0901d12,191,AIS,20/03/2019 09:59,,,,Departure,,,1,vesseltracker,,,,,1963157,,0,563038980,CAST NANYANG,
34,0.423723698,5cb2544acf504e43d090116d,,,20/03/2019 09:53,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,CAST NANYANG,
35,0.423723698,5cb2544acf504e43d09020f7,191,AIS,20/03/2019 03:32,SINGAPORE,417,Singapore,Departure,,,1,vesseltracker,,,,,407632,,13,563013880,PILOT GP47,passenger_ship
35,0.423723698,5cb2544acf504e43d09006d1,,,20/03/2019 03:39,,,,Departure,,,3,fleetmon,1h,9V7679,,Flag of Singapore,,3670016,13x4m,563013880,PILOT GP47,Passenger ship
36,0.423723698,5cb2544acf504e43d090096b,,,20/03/2019 05:05,,,,Departure,,,3,fleetmon,8h,NMX5,,Flag of Singapore,,,10x10m,563040344,SC 4774D,Pleasure Craft
36,0.423723698,5cb2544acf504e43d090148e,,,20/03/2019 05:03,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC 4774D,
37,0.219899774,5cb2544acf504e43d08ffd8d,,,20/03/2019 20:40,,,,Departure,,,3,fleetmon,1h,9V2982,,Flag of Singapore,,9322877,27x9m,563030060,GP61,Pilot tender
37,0.321811736,5cb2544acf504e43d0900d21,,,20/03/2019 20:46,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,GP61,
37,0.321811736,5cb2544acf504e43d090192c,191,AIS,20/03/2019 20:47,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1806119,,27,563030060,GP61,
38,0.423723698,5cb2544acf504e43d0902235,191,AIS,20/03/2019 01:35,,,,Arrival,886,Batam,1,vesseltracker,,,37,,1943084,9771614,33,563004100,MAJESTIC 9,passenger_ship
38,0.423723698,5cb2544acf504e43d09007bb,,,20/03/2019 01:39,,,,Arrival,,,3,fleetmon,0h,9V3341,,Flag of Singapore,,9771614,33x8m,563004100,MAJESTIC 9,High speed craft
39,0.723818183,5cb2544acf504e43d09018be,191,AIS,20/03/2019 22:17,,,,Departure,,,1,vesseltracker,,,,,410822,,28,563016950,SEA HAWK,passenger_ship
39,0.723818183,5cb2544acf504e43d0900cab,,,20/03/2019 22:17,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SEA HAWK,
40,0.723818183,5cb2544acf504e43d0901fd8,191,AIS,20/03/2019 05:36,,,,Departure,417,Singapore,1,vesseltracker,,,,,1913086,,10,563041155,SC1168E,
40,0.723818183,5cb2544acf504e43d0901444,,,20/03/2019 05:36,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC1168E,
41,0.423723698,5cb2544acf504e43d090184d,191,AIS,20/03/2019 23:14,,,,Departure,,,1,vesseltracker,,,,,2133951,,15,563004855,CKL XIV,
41,0.423723698,5cb2544acf504e43d0900c3d,,,20/03/2019 23:11,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,CKL XIV,
42,0.423723698,5cb2544acf504e43d0900c3b,,,20/03/2019 23:11,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SUNLIGHT NIKE,
42,0.423723698,5cb2544acf504e43d0901843,191,AIS,20/03/2019 23:16,,,,Departure,,,1,vesseltracker,,,,,2267876,,24,563068140,SUNLIGHT NIKE,
43,0.423723698,5cb2544acf504e43d09020c1,78,AIS,20/03/2019 03:56,CNTXG,221,Tianjin,Departure,569,Cape Town,1,vesseltracker,,,109021,,309763,9450600,334,228313800,CMA  CGM  FIGARO,container_ship
43,0.423723698,5cb2544acf504e43d090154e,,,20/03/2019 03:54,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,CMA  CGM  FIGARO,
44,0.423723698,5cb2544acf504e43d0901a6c,191,AIS,20/03/2019 15:58,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1843067,,14,563034020,SC8338-D,
44,0.423723698,5cb2544acf504e43d0900e6a,,,20/03/2019 15:51,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SC8338-D,
45,0.423723698,5cb2544acf504e43d0900e6b,,,20/03/2019 15:51,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC4465F,
45,0.423723698,5cb2544acf504e43d0901a73,191,AIS,20/03/2019 15:54,,,,Departure,,,1,vesseltracker,,,,,693308,,30,563019650,SC4465F,general_cargo_ship
46,0.423723698,5cb2544acf504e43d090154f,,,20/03/2019 03:53,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,RELIANT,
46,0.423723698,5cb2544acf504e43d09020c0,191,AIS,20/03/2019 03:56,L0C,,,Departure,,,1,vesseltracker,,,200,,1801892,9727338,31,565951000,RELIANT,tug
47,0.423723698,5cb2544acf504e43d090154a,,,20/03/2019 03:56,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,NOBLE KNIGHT,
47,0.423723698,5cb2544acf504e43d09020bc,191,AIS,20/03/2019 03:57,,,,Arrival,417,Singapore,1,vesseltracker,,,132,,281183,9316725,25,563006410,NOBLE KNIGHT,tug
48,0.423723698,5cb2544acf504e43d0901dcb,191,AIS,20/03/2019 08:48,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2091224,,28,563063680,GC 8,
48,0.423723698,5cb2544acf504e43d090123d,,,20/03/2019 08:44,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,GC 8,
49,0.423723698,5cb2544acf504e43d0901e28,191,AIS,20/03/2019 08:16,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2225685,,0,563067290,SUN ACE,
49,0.423723698,5cb2544acf504e43d09012ab,,,20/03/2019 08:12,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SUN ACE,
50,0.423723698,5cb2544acf504e43d09012ad,,,20/03/2019 08:10,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,RADIANT,
50,0.423723698,5cb2544acf504e43d0901e2c,191,AIS,20/03/2019 08:13,WEST COAST BASE CS02,,,Departure,,,1,vesseltracker,,,284,,1805168,9727340,32,566096000,RADIANT,tug
51,0.723818183,5cb2544acf504e43d090218a,191,AIS,20/03/2019 02:37,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2133951,,15,563004855,CKL XIV,
51,0.723818183,5cb2544acf504e43d090162b,,,20/03/2019 02:37,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,CKL XIV,
52,0.423723698,5cb2544acf504e43d090162c,,,20/03/2019 02:36,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC4465F,
52,0.423723698,5cb2544acf504e43d0902189,191,AIS,20/03/2019 02:38,,,,Departure,,,1,vesseltracker,,,,,693308,,30,563019650,SC4465F,general_cargo_ship
53,0.423723698,5cb2544acf504e43d0901fb1,191,AIS,20/03/2019 05:51,AEPB,,,Departure,417,Singapore,1,vesseltracker,,,5618,,279945,9529358,95,563603000,STAR QUEST,oil_and_chemical_tanker>oil_products_tanker
53,0.423723698,5cb2544acf504e43d0901425,,,20/03/2019 05:50,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,STAR QUEST,
54,0.423723698,5cb2544acf504e43d0901d4e,191,AIS,20/03/2019 09:37,HFC,,,Departure,,,1,vesseltracker,,,,,290106,9149603,28,564297000,JET FLYTE I,passenger_ship
54,0.423723698,5cb2544acf504e43d09011ac,,,20/03/2019 09:36,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,JET FLYTE I,
55,0.423723698,5cb2544acf504e43d08ffe3d,,,20/03/2019 17:06,,,,Arrival,,,3,fleetmon,1h,9V7013,,Flag of Singapore,,9058919,65x7m,564434000,PACIFIC PRIDE,Chemical carrier
55,0.423723698,5cb2544acf504e43d0900e11,,,20/03/2019 17:04,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,PACIFIC PRIDE,
56,0.723818183,5cb2544acf504e43d0901b74,191,AIS,20/03/2019 13:08,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1701784,,30,563026830,OPL 116,
56,0.723818183,5cb2544acf504e43d0900f85,,,20/03/2019 13:08,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,OPL 116,
57,0.423723698,5cb2544acf504e43d0901420,,,20/03/2019 05:51,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,PHYLLIS,
57,0.423723698,5cb2544acf504e43d0901fb4,63,AIS,20/03/2019 05:50,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2124557,,33,621819047,PHYLLIS,
58,0.723818183,5cb2544acf504e43d090129c,,,20/03/2019 08:16,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SUN 88,
58,0.723818183,5cb2544acf504e43d0901e27,191,AIS,20/03/2019 08:16,,,,Departure,,,1,vesseltracker,,,,,1678163,,20,563025880,SUN 88,general_cargo_ship
59,0.423723698,5cb2544acf504e43d0900bdb,,,20/03/2019 23:40,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,GC 8,
59,0.423723698,5cb2544acf504e43d0901806,191,AIS,20/03/2019 23:44,,,,Departure,,,1,vesseltracker,,,,,2091224,,28,563063680,GC 8,
60,0.723818183,5cb2544acf504e43d09017d2,,,20/03/2019 00:20,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,HORIZON 8,
60,0.723818183,5cb2544bcf504e43d0902300,191,AIS,20/03/2019 00:20,SINGAPORE,417,Singapore,Departure,2270,Batu Ampar,1,vesseltracker,,,45,,1792237,9732125,39,565518000,HORIZON 8,passenger_ship
61,0.423723698,5cb2544acf504e43d09007fe,,,20/03/2019 01:09,,,,Arrival,,,3,fleetmon,0h,9V3108,,Flag of Singapore,,9727338,31x11m,565951000,RELIANT,Pusher/Tug
61,0.423723698,5cb2544acf504e43d0901737,,,20/03/2019 01:08,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,RELIANT,
62,0.723818183,5cb2544acf504e43d09014eb,,,20/03/2019 04:24,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,RADIANCE,
62,0.723818183,5cb2544acf504e43d090207b,191,AIS,20/03/2019 04:24,,,,Arrival,417,Singapore,1,vesseltracker,,,2814,,282502,9471434,77,565996000,RADIANCE,oil_and_chemical_tanker>oil_products_tanker
63,0.423723698,5cb2544acf504e43d0901dd4,191,AIS,20/03/2019 08:45,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2153175,9847815,39,563054300,MAJESTIC FAITH,passenger_ship
63,0.423723698,5cb2544acf504e43d0900241,,,20/03/2019 08:46,,,,Arrival,,,3,fleetmon,13h,9V8214,,Flag of Singapore,,9847815,39x10m,563054300,MAJESTIC FAITH,Passenger ship
64,0.471858978,5cb2544acf504e43d0901877,191,AIS,20/03/2019 22:52,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1796870,,7,563029960,GP59,
64,0.471858978,5cb2544acf504e43d0901878,191,AIS,20/03/2019 22:52,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1796870,,7,563029960,GP59,
64,0.219899774,5cb2544acf504e43d0901871,191,AIS,20/03/2019 22:54,SINGAPORE PILOT,417,Singapore,Departure,,,1,vesseltracker,,,,,1796870,,7,563029960,GP59,
65,0.423723698,5cb2544acf504e43d0900fea,,,20/03/2019 12:20,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,RELIANT,
65,0.423723698,5cb2544acf504e43d0901bc2,191,AIS,20/03/2019 12:24,L0C,,,Departure,,,1,vesseltracker,,,200,,1801892,9727338,31,565951000,RELIANT,tug
66,0.423723698,5cb2544acf504e43d0901e30,191,AIS,20/03/2019 08:12,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1326054,,25,563022430,FR 9,other
66,0.423723698,5cb2544acf504e43d09012a9,,,20/03/2019 08:13,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,FR 9,
67,0.423723698,5cb2544acf504e43d0900e63,,,20/03/2019 15:55,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,OPHELIA,
67,0.423723698,5cb2544acf504e43d0901a71,191,AIS,20/03/2019 15:56,P-33,,,Arrival,417,Singapore,1,vesseltracker,,,6989,,292786,9438298,99,564344000,OPHELIA,oil_and_chemical_tanker>oil_products_tanker
68,0.723818183,5cb2544acf504e43d0900ff4,,,20/03/2019 12:15,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,MAJESTIC PRIDE,
68,0.723818183,5cb2544acf504e43d0901bcc,191,AIS,20/03/2019 12:15,SEKUPANG-INDONESIA,,,Departure,,,1,vesseltracker,,,,,2107777,9819519,39,563039800,MAJESTIC PRIDE,passenger_ship
69,0.723818183,5cb2544acf504e43d0901549,,,20/03/2019 03:57,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SUN ACE,
69,0.723818183,5cb2544acf504e43d09020bb,191,AIS,20/03/2019 03:57,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2225685,,0,563067290,SUN ACE,
70,0.723818183,5cb2544acf504e43d0902154,191,AIS,20/03/2019 02:57,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1955028,,15,563038530,LOVELY MISTRESS,
70,0.723818183,5cb2544acf504e43d09015fe,,,20/03/2019 02:57,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,LOVELY MISTRESS,
71,0.423723698,5cb2544acf504e43d0900e14,,,20/03/2019 17:01,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,ORINOCO DOLPHIN,
71,0.423723698,5cb2544acf504e43d0901a11,191,AIS,20/03/2019 17:06,CHANGI FINGER,,,Arrival,417,Singapore,1,vesseltracker,,,,,1916305,9762901,24,566390000,ORINOCO DOLPHIN,
72,0.423723698,5cb2544acf504e43d0901a17,191,AIS,20/03/2019 16:59,,,,Departure,,,1,vesseltracker,,,,,1806119,,27,563030060,GP61,
72,0.423723698,5cb2544acf504e43d0900e17,,,20/03/2019 16:57,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,GP61,
73,0.723818183,5cb2544acf504e43d0900bd2,,,20/03/2019 23:42,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,ASEAN RAIDER II,
73,0.723818183,5cb2544acf504e43d0901810,191,AIS,20/03/2019 23:42,BATAM,886,Batam,Departure,,,1,vesseltracker,,,21,,281119,9149639,30,564331000,ASEAN RAIDER II,passenger_ship
74,0.423723698,5cb2544acf504e43d0901a0e,191,AIS,20/03/2019 17:09,,,,Arrival,417,Singapore,1,vesseltracker,,,,,693308,,30,563019650,SC4465F,general_cargo_ship
74,0.423723698,5cb2544acf504e43d0900e10,,,20/03/2019 17:05,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SC4465F,
75,0.423723698,5cb2544acf504e43d0900bd6,,,20/03/2019 23:41,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,ENCHANT,
75,0.423723698,5cb2544acf504e43d0901801,191,AIS,20/03/2019 23:47,ASPP,,,Arrival,417,Singapore,1,vesseltracker,,,1129,,1536659,9662667,60,566849000,ENCHANT,oil_and_chemical_tanker>oil_products_tanker
76,0.423723698,5cb2544acf504e43d0901804,191,AIS,20/03/2019 23:45,,,,Departure,,,1,vesseltracker,,,,,1885915,,10,563040537,KANLIAN 13,
76,0.423723698,5cb2544acf504e43d0900bd8,,,20/03/2019 23:41,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,KANLIAN 13,
